customer_id,first_order_date,second_order_date,days_to_second_order
13388,2011-07-31 12:52:00,2011-07-31 12:52:00,0
13418,2010-12-02 10:45:00,2010-12-02 10:46:00,0
13448,2010-12-01 10:52:00,2010-12-01 10:53:00,0
13468,2010-12-01 15:08:00,2010-12-01 15:08:00,0
13533,2011-03-17 12:47:00,2011-03-17 12:53:00,0
13534,2010-12-16 15:23:00,2010-12-16 15:24:00,0
13555,2011-05-22 11:06:00,2011-05-22 11:24:00,0
13599,2010-12-08 10:11:00,2010-12-08 10:13:00,0
13666,2011-02-25 13:05:00,2011-02-25 13:08:00,0
13700,2011-01-16 13:18:00,2011-01-16 13:19:00,0
13711,2011-05-05 10:29:00,2011-05-05 10:31:00,0
13777,2010-12-01 16:01:00,2010-12-01 16:11:00,0
13810,2011-10-14 12:57:00,2011-10-14 13:36:00,0
14030,2010-12-08 16:11:00,2010-12-08 16:29:00,0
14034,2011-07-05 13:06:00,2011-07-05 13:15:00,0
14057,2010-12-14 12:11:00,2010-12-14 13:51:00,0
14126,2011-11-29 12:21:00,2011-11-29 12:22:00,0
14154,2011-04-14 15:58:00,2011-04-14 16:26:00,0
14267,2011-03-24 11:38:00,2011-03-24 12:52:00,0
14287,2011-05-25 11:41:00,2011-05-25 11:44:00,0
14298,2010-12-14 12:59:00,2010-12-14 13:00:00,0
14341,2011-01-25 13:55:00,2011-01-25 13:55:00,0
14344,2010-12-06 11:58:00,2010-12-07 10:51:00,0
14409,2010-12-06 15:03:00,2010-12-06 15:06:00,0
14426,2011-01-31 09:51:00,2011-01-31 09:55:00,0
14456,2011-07-20 13:06:00,2011-07-20 13:10:00,0
14507,2011-03-08 17:23:00,2011-03-08 17:25:00,0
14570,2011-03-04 10:39:00,2011-03-04 10:58:00,0
14584,2011-05-25 17:31:00,2011-05-26 16:30:00,0
14593,2011-05-25 11:14:00,2011-05-25 11:21:00,0
14606,2010-12-01 16:57:00,2010-12-01 16:58:00,0
14649,2011-05-11 14:37:00,2011-05-11 14:42:00,0
14653,2011-01-05 13:40:00,2011-01-05 13:41:00,0
14669,2011-01-11 12:30:00,2011-01-11 12:41:00,0
14670,2011-03-04 13:58:00,2011-03-04 14:13:00,0
14697,2011-05-05 15:29:00,2011-05-05 15:39:00,0
14723,2010-12-03 14:18:00,2010-12-03 14:26:00,0
14748,2010-12-06 10:19:00,2010-12-06 10:24:00,0
14813,2010-12-05 11:54:00,2010-12-05 11:57:00,0
14823,2011-05-29 12:48:00,2011-05-29 14:03:00,0
14849,2010-12-01 12:22:00,2010-12-01 12:22:00,0
14911,2010-12-01 14:05:00,2010-12-01 14:05:00,0
14920,2011-05-11 10:31:00,2011-05-11 10:32:00,0
14944,2011-02-16 12:47:00,2011-02-16 12:48:00,0
14961,2010-12-14 11:38:00,2010-12-14 11:39:00,0
14965,2011-09-04 13:15:00,2011-09-04 13:20:00,0
15024,2010-12-07 13:20:00,2010-12-07 17:05:00,0
15032,2010-12-08 12:57:00,2010-12-08 13:30:00,0
15050,2011-09-29 13:22:00,2011-09-29 13:45:00,0
15058,2011-01-31 15:35:00,2011-01-31 15:52:00,0
15060,2011-11-30 14:03:00,2011-11-30 14:17:00,0
15061,2010-12-02 15:19:00,2010-12-02 15:20:00,0
15078,2010-12-06 12:38:00,2010-12-06 12:39:00,0
15098,2011-06-10 15:22:00,2011-06-10 15:28:00,0
15159,2010-12-13 15:44:00,2010-12-13 15:45:00,0
15260,2010-12-02 12:09:00,2010-12-02 12:09:00,0
15270,2011-02-02 13:25:00,2011-02-02 14:38:00,0
15299,2010-12-02 16:48:00,2010-12-02 16:50:00,0
15332,2010-12-05 12:00:00,2010-12-05 12:01:00,0
15358,2010-12-09 10:04:00,2010-12-09 10:04:00,0
15406,2011-02-11 16:19:00,2011-02-11 16:20:00,0
15422,2011-01-20 14:17:00,2011-01-20 16:17:00,0
15424,2011-03-30 13:00:00,2011-03-30 13:02:00,0
15468,2011-10-19 13:38:00,2011-10-19 13:49:00,0
15473,2011-10-10 11:12:00,2011-10-10 14:37:00,0
15482,2010-12-16 10:08:00,2010-12-16 10:10:00,0
15491,2011-04-18 10:04:00,2011-04-18 10:20:00,0
15498,2010-12-08 12:29:00,2010-12-08 14:46:00,0
15502,2010-12-05 15:40:00,2010-12-05 15:40:00,0
15514,2010-12-10 13:50:00,2010-12-10 13:58:00,0
15516,2011-10-24 11:33:00,2011-10-24 11:38:00,0
15518,2011-01-11 12:55:00,2011-01-11 13:06:00,0
15526,2011-11-06 15:01:00,2011-11-06 15:04:00,0
15535,2011-01-16 12:35:00,2011-01-16 12:41:00,0
15572,2011-03-06 14:44:00,2011-03-06 14:50:00,0
15615,2010-12-15 16:21:00,2010-12-15 16:24:00,0
15644,2011-03-23 15:37:00,2011-03-23 16:00:00,0
15695,2011-03-18 08:31:00,2011-03-18 08:32:00,0
15749,2011-01-11 12:55:00,2011-01-11 12:57:00,0
15750,2010-12-08 10:36:00,2010-12-08 12:11:00,0
15814,2011-10-20 09:04:00,2011-10-20 18:08:00,0
15827,2010-12-02 13:06:00,2010-12-02 13:08:00,0
15834,2011-03-07 17:52:00,2011-03-07 17:55:00,0
15861,2011-03-17 20:12:00,2011-03-17 20:18:00,0
15869,2011-03-07 17:19:00,2011-03-07 17:23:00,0
15872,2011-11-25 11:54:00,2011-11-25 11:55:00,0
15882,2010-12-06 13:01:00,2010-12-06 13:12:00,0
15897,2011-05-29 13:32:00,2011-05-29 13:50:00,0
15906,2011-03-29 13:28:00,2011-03-29 13:32:00,0
15916,2010-12-08 13:07:00,2010-12-08 13:14:00,0
15920,2011-07-08 15:16:00,2011-07-08 15:22:00,0
15993,2011-10-26 16:21:00,2011-10-26 16:57:00,0
16000,2011-12-07 12:14:00,2011-12-07 12:15:00,0
16013,2010-12-03 13:09:00,2010-12-03 13:10:00,0
16029,2010-12-01 09:57:00,2010-12-01 09:58:00,0
16041,2011-07-21 16:27:00,2011-07-21 16:28:00,0
16048,2010-12-01 15:27:00,2010-12-01 15:28:00,0
16063,2011-03-24 14:55:00,2011-03-24 14:56:00,0
16120,2011-10-11 14:10:00,2011-10-11 14:17:00,0
16187,2011-02-28 13:34:00,2011-02-28 13:35:00,0
16191,2010-12-14 12:38:00,2010-12-14 13:00:00,0
16225,2011-03-07 12:17:00,2011-03-07 13:54:00,0
16232,2011-05-08 14:05:00,2011-05-08 14:06:00,0
16265,2010-12-10 10:21:00,2010-12-10 10:22:00,0
16266,2011-05-17 14:50:00,2011-05-17 14:54:00,0
16268,2011-09-29 18:30:00,2011-09-29 18:30:00,0
16272,2011-08-15 10:53:00,2011-08-15 10:54:00,0
16330,2011-08-19 17:08:00,2011-08-19 17:10:00,0
16343,2011-11-23 17:43:00,2011-11-23 17:45:00,0
16348,2011-04-13 15:49:00,2011-04-13 15:55:00,0
16362,2011-09-09 14:47:00,2011-09-09 15:00:00,0
16372,2011-11-06 12:50:00,2011-11-06 13:08:00,0
16431,2011-02-15 14:02:00,2011-02-15 14:08:00,0
16455,2010-12-03 16:44:00,2010-12-03 16:45:00,0
16469,2011-04-07 13:11:00,2011-04-07 13:16:00,0
16478,2011-10-05 12:02:00,2011-10-06 10:53:00,0
16479,2011-11-29 13:04:00,2011-11-29 13:40:00,0
16495,2011-03-08 16:38:00,2011-03-08 16:39:00,0
16498,2011-06-30 19:52:00,2011-07-01 15:07:00,0
16553,2010-12-14 13:58:00,2010-12-14 13:59:00,0
16669,2011-09-22 14:13:00,2011-09-22 14:18:00,0
16684,2010-12-16 17:34:00,2010-12-16 17:36:00,0
16685,2011-10-09 13:44:00,2011-10-09 13:58:00,0
16705,2010-12-16 10:51:00,2010-12-16 10:52:00,0
16714,2011-01-26 13:40:00,2011-01-26 13:46:00,0
16734,2011-08-17 15:00:00,2011-08-17 15:02:00,0
16759,2011-11-09 09:06:00,2011-11-09 09:07:00,0
16766,2011-03-11 13:34:00,2011-03-11 15:22:00,0
16792,2011-03-02 14:39:00,2011-03-02 14:41:00,0
16794,2011-06-12 14:15:00,2011-06-13 10:54:00,0
16884,2011-11-02 10:16:00,2011-11-02 11:52:00,0
16904,2010-12-07 13:29:00,2010-12-07 13:30:00,0
16930,2011-10-02 14:25:00,2011-10-02 14:31:00,0
16934,2011-10-16 12:25:00,2011-10-16 12:40:00,0
16952,2011-08-22 12:58:00,2011-08-22 13:03:00,0
16986,2011-11-09 15:52:00,2011-11-10 11:55:00,0
16996,2010-12-21 13:22:00,2010-12-21 15:09:00,0
17007,2010-12-17 13:57:00,2010-12-17 13:58:00,0
17017,2010-12-02 10:17:00,2010-12-02 10:18:00,0
17025,2010-12-01 15:45:00,2010-12-01 15:46:00,0
17047,2011-05-18 16:50:00,2011-05-18 16:51:00,0
17061,2011-04-21 13:29:00,2011-04-21 14:37:00,0
17063,2011-02-23 13:44:00,2011-02-23 13:45:00,0
17078,2011-11-03 18:49:00,2011-11-03 19:17:00,0
17084,2011-11-04 14:49:00,2011-11-04 14:54:00,0
17100,2011-11-21 16:36:00,2011-11-21 16:36:00,0
17109,2011-04-21 15:46:00,2011-04-21 15:51:00,0
17191,2010-12-06 14:36:00,2010-12-06 14:43:00,0
17193,2011-06-16 10:04:00,2011-06-16 10:23:00,0
17238,2010-12-03 15:05:00,2010-12-03 15:10:00,0
17267,2011-08-04 17:19:00,2011-08-04 17:22:00,0
17314,2011-01-31 11:25:00,2011-02-01 10:15:00,0
17345,2011-05-27 12:26:00,2011-05-27 12:29:00,0
17357,2011-11-15 16:29:00,2011-11-15 16:30:00,0
17365,2011-01-11 12:11:00,2011-01-11 12:12:00,0
17381,2010-12-02 12:58:00,2010-12-02 12:59:00,0
17386,2011-06-27 12:11:00,2011-06-27 13:51:00,0
17391,2011-06-28 12:21:00,2011-06-29 09:58:00,0
17397,2011-11-17 13:58:00,2011-11-17 14:08:00,0
17402,2010-12-05 13:53:00,2010-12-05 15:06:00,0
17419,2010-12-07 15:03:00,2010-12-07 15:04:00,0
17440,2011-04-06 12:05:00,2011-04-06 12:08:00,0
17450,2010-12-07 09:23:00,2010-12-07 09:43:00,0
17460,2010-12-01 16:24:00,2010-12-02 15:14:00,0
17501,2011-05-03 09:46:00,2011-05-03 09:47:00,0
17509,2011-10-07 13:14:00,2011-10-07 14:17:00,0
17516,2011-02-27 12:41:00,2011-02-27 12:45:00,0
17523,2011-11-20 13:40:00,2011-11-20 13:47:00,0
17528,2011-09-29 13:04:00,2011-09-29 13:45:00,0
17545,2011-10-27 13:48:00,2011-10-27 13:56:00,0
17552,2010-12-02 18:45:00,2010-12-02 18:46:00,0
17581,2010-12-02 14:47:00,2010-12-02 14:49:00,0
17602,2011-01-19 16:18:00,2011-01-19 16:19:00,0
17608,2011-11-06 13:00:00,2011-11-06 13:06:00,0
17677,2010-12-06 08:42:00,2010-12-06 08:43:00,0
17690,2010-12-01 16:15:00,2010-12-01 16:17:00,0
17696,2010-12-10 09:51:00,2010-12-10 09:52:00,0
17706,2010-12-08 11:02:00,2010-12-08 11:02:00,0
17731,2011-06-09 14:18:00,2011-06-09 14:19:00,0
17759,2011-06-23 13:35:00,2011-06-23 13:41:00,0
17772,2011-11-29 10:57:00,2011-11-29 11:05:00,0
17790,2010-12-10 10:47:00,2010-12-10 10:52:00,0
17817,2011-03-07 17:30:00,2011-03-07 17:42:00,0
17827,2010-12-10 10:18:00,2010-12-10 11:01:00,0
17850,2010-12-01 08:26:00,2010-12-01 08:28:00,0
17852,2011-11-28 12:31:00,2011-11-28 12:36:00,0
17900,2011-06-02 14:28:00,2011-06-02 14:38:00,0
17912,2010-12-10 11:11:00,2010-12-10 15:49:00,0
17950,2010-12-09 15:16:00,2010-12-09 15:20:00,0
17955,2011-05-04 12:29:00,2011-05-04 12:33:00,0
17979,2011-03-25 11:34:00,2011-03-25 12:07:00,0
17991,2011-04-27 16:39:00,2011-04-28 15:58:00,0
18013,2011-07-07 14:08:00,2011-07-07 14:11:00,0
18024,2011-07-10 12:28:00,2011-07-10 12:40:00,0
18034,2011-11-18 12:08:00,2011-11-18 12:22:00,0
18035,2011-10-27 17:48:00,2011-10-27 17:57:00,0
18041,2010-12-02 11:21:00,2010-12-02 11:35:00,0
18048,2011-05-20 14:54:00,2011-05-20 14:58:00,0
18065,2010-12-10 12:44:00,2010-12-10 12:45:00,0
18073,2011-05-26 19:38:00,2011-05-27 14:12:00,0
18102,2010-12-07 16:42:00,2010-12-07 16:43:00,0
18139,2011-11-21 14:06:00,2011-11-21 14:47:00,0
18172,2011-02-23 10:44:00,2011-02-23 12:37:00,0
12455,2011-02-16 09:56:00,2011-02-17 17:05:00,1
12567,2010-12-05 11:57:00,2010-12-07 10:36:00,1
12685,2011-09-07 10:28:00,2011-09-08 10:32:00,1
13089,2010-12-05 10:27:00,2010-12-06 13:59:00,1
13408,2010-12-01 10:39:00,2010-12-03 09:39:00,1
13680,2011-01-04 14:12:00,2011-01-06 12:11:00,1
13704,2011-09-12 14:40:00,2011-09-13 15:41:00,1
13767,2010-12-01 10:47:00,2010-12-02 15:40:00,1
14356,2011-09-19 14:43:00,2011-09-21 09:18:00,1
14624,2011-10-11 14:39:00,2011-10-13 13:44:00,1
14646,2010-12-20 10:09:00,2010-12-21 15:05:00,1
14779,2011-01-20 12:04:00,2011-01-21 12:40:00,1
15073,2011-06-06 09:59:00,2011-06-07 12:00:00,1
15230,2011-04-13 11:04:00,2011-04-14 14:39:00,1
15700,2011-06-19 15:36:00,2011-06-20 16:53:00,1
15898,2010-12-06 11:01:00,2010-12-07 13:30:00,1
16607,2010-12-16 08:41:00,2010-12-17 15:15:00,1
17268,2011-04-08 13:20:00,2011-04-10 10:16:00,1
17389,2011-01-12 15:48:00,2011-01-14 09:54:00,1
17841,2010-12-01 14:41:00,2010-12-03 14:35:00,1
17937,2010-12-12 14:43:00,2010-12-13 14:56:00,1
18055,2010-12-05 10:52:00,2010-12-07 09:13:00,1
12370,2010-12-14 12:58:00,2010-12-17 09:38:00,2
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,2
12841,2010-12-03 10:43:00,2010-12-05 12:15:00,2
13447,2011-11-04 10:10:00,2011-11-06 11:56:00,2
14024,2011-08-07 13:31:00,2011-08-10 11:30:00,2
14836,2011-11-09 13:26:00,2011-11-11 16:05:00,2
14893,2011-11-28 10:49:00,2011-11-30 12:31:00,2
15036,2011-06-13 12:19:00,2011-06-15 13:35:00,2
15529,2010-12-08 12:24:00,2010-12-10 13:44:00,2
15671,2011-03-14 09:37:00,2011-03-16 14:31:00,2
15881,2010-12-10 13:32:00,2010-12-13 10:36:00,2
15935,2011-04-12 09:35:00,2011-04-14 13:27:00,2
16722,2010-12-06 12:59:00,2010-12-08 15:38:00,2
17372,2010-12-12 12:00:00,2010-12-14 13:33:00,2
17404,2010-12-14 13:28:00,2010-12-17 10:54:00,2
17675,2010-12-07 13:22:00,2010-12-10 09:48:00,2
17809,2010-12-01 09:41:00,2010-12-03 12:41:00,2
12393,2011-01-11 09:47:00,2011-01-14 11:36:00,3
12415,2011-01-06 11:12:00,2011-01-10 09:58:00,3
12948,2011-03-20 10:17:00,2011-03-24 10:04:00,3
13725,2011-02-04 12:18:00,2011-02-07 15:14:00,3
13808,2011-09-04 12:07:00,2011-09-07 12:10:00,3
13811,2011-04-14 18:40:00,2011-04-18 10:28:00,3
14096,2011-08-30 10:49:00,2011-09-02 15:45:00,3
14527,2010-12-05 13:17:00,2010-12-09 12:32:00,3
14541,2011-01-24 14:16:00,2011-01-27 15:51:00,3
14667,2010-12-06 13:13:00,2010-12-09 14:19:00,3
14698,2011-10-19 12:54:00,2011-10-23 12:16:00,3
15235,2010-12-01 17:22:00,2010-12-05 15:02:00,3
16011,2010-12-08 16:34:00,2010-12-12 13:01:00,3
17576,2010-12-09 16:57:00,2010-12-13 15:56:00,3
17757,2010-12-02 17:17:00,2010-12-06 13:41:00,3
17884,2010-12-03 12:11:00,2010-12-06 15:13:00,3
17935,2011-07-21 11:23:00,2011-07-24 13:18:00,3
17954,2010-12-03 14:18:00,2010-12-07 12:37:00,3
12971,2010-12-02 16:42:00,2010-12-07 11:11:00,4
13246,2011-01-13 13:36:00,2011-01-17 15:50:00,4
13521,2011-11-29 15:09:00,2011-12-04 14:55:00,4
13651,2011-10-31 12:11:00,2011-11-04 14:59:00,4
13727,2011-11-06 12:16:00,2011-11-11 09:46:00,4
14071,2011-03-20 11:33:00,2011-03-24 13:28:00,4
14785,2011-11-24 13:40:00,2011-11-29 13:21:00,4
14796,2010-12-08 10:40:00,2010-12-13 10:31:00,4
15224,2010-12-12 12:34:00,2010-12-16 15:02:00,4
15311,2010-12-01 09:41:00,2010-12-05 13:55:00,4
15555,2010-12-05 14:45:00,2010-12-09 16:53:00,4
16210,2010-12-01 12:27:00,2010-12-06 11:06:00,4
16499,2010-12-10 10:27:00,2010-12-14 13:31:00,4
16779,2010-12-08 09:56:00,2010-12-12 12:26:00,4
16790,2011-11-02 11:23:00,2011-11-06 14:06:00,4
16818,2011-05-18 11:42:00,2011-05-22 15:44:00,4
16910,2011-09-09 14:14:00,2011-09-14 14:09:00,4
16955,2010-12-01 13:31:00,2010-12-06 10:38:00,4
17062,2010-12-05 11:59:00,2010-12-09 12:37:00,4
17228,2010-12-02 16:00:00,2010-12-07 10:06:00,4
17312,2011-07-03 13:12:00,2011-07-07 20:07:00,4
17468,2011-11-25 12:52:00,2011-11-29 15:33:00,4
17512,2011-02-11 12:22:00,2011-02-16 09:03:00,4
17526,2010-12-09 12:20:00,2010-12-14 11:11:00,4
17965,2010-12-05 15:54:00,2010-12-09 18:09:00,4
18093,2011-02-10 12:15:00,2011-02-15 10:52:00,4
18232,2011-05-26 16:30:00,2011-05-31 08:03:00,4
12712,2010-12-03 14:30:00,2010-12-09 11:39:00,5
13102,2010-12-09 13:38:00,2010-12-14 13:44:00,5
13489,2011-02-18 10:42:00,2011-02-23 13:43:00,5
13884,2011-03-01 13:40:00,2011-03-07 12:46:00,5
14092,2010-12-16 15:47:00,2010-12-22 11:11:00,5
14135,2010-12-02 10:27:00,2010-12-07 12:37:00,5
14808,2011-06-20 12:53:00,2011-06-26 12:51:00,5
14901,2010-12-02 11:20:00,2010-12-08 10:46:00,5
15009,2011-11-14 17:40:00,2011-11-20 11:25:00,5
15521,2011-03-30 09:15:00,2011-04-05 08:25:00,5
16112,2011-01-05 11:47:00,2011-01-10 16:29:00,5
16745,2011-02-01 11:31:00,2011-02-06 14:43:00,5
16782,2010-12-09 11:28:00,2010-12-15 11:26:00,5
16837,2011-04-08 08:48:00,2011-04-13 10:10:00,5
17198,2010-12-03 14:54:00,2010-12-09 13:34:00,5
17218,2010-12-06 15:25:00,2010-12-12 11:37:00,5
17230,2010-12-15 11:22:00,2010-12-20 14:59:00,5
17287,2010-12-02 12:22:00,2010-12-07 12:43:00,5
17350,2011-10-19 16:05:00,2011-10-25 12:06:00,5
17511,2010-12-01 10:19:00,2010-12-07 09:51:00,5
17894,2010-12-08 14:50:00,2010-12-14 10:38:00,5
17920,2010-12-01 11:49:00,2010-12-06 16:58:00,5
17975,2010-12-08 11:38:00,2010-12-14 11:12:00,5
18118,2010-12-05 12:13:00,2010-12-10 12:20:00,5
18121,2011-07-08 12:14:00,2011-07-13 12:53:00,5
18180,2011-07-20 08:59:00,2011-07-26 08:51:00,5
18257,2011-02-16 15:13:00,2011-02-22 11:05:00,5
12494,2010-12-09 11:31:00,2010-12-16 11:24:00,6
12682,2010-12-03 13:59:00,2010-12-09 14:49:00,6
12684,2011-05-10 12:55:00,2011-05-16 14:17:00,6
12784,2011-11-24 12:53:00,2011-11-30 15:38:00,6
12921,2010-12-01 15:06:00,2010-12-08 10:14:00,6
13050,2010-12-08 09:30:00,2010-12-14 09:52:00,6
13134,2011-04-13 12:57:00,2011-04-19 16:37:00,6
13267,2010-12-08 09:20:00,2010-12-14 11:42:00,6
13558,2011-10-02 13:01:00,2011-10-09 11:15:00,6
13685,2011-10-10 12:59:00,2011-10-17 10:17:00,6
14051,2010-12-08 12:49:00,2010-12-14 15:02:00,6
14060,2010-12-02 12:11:00,2010-12-08 12:40:00,6
14233,2011-01-26 12:43:00,2011-02-02 10:41:00,6
14434,2011-09-28 15:31:00,2011-10-05 12:59:00,6
14731,2011-05-11 13:06:00,2011-05-18 11:02:00,6
14733,2010-12-07 11:30:00,2010-12-13 15:46:00,6
14800,2010-12-05 11:10:00,2010-12-12 10:48:00,6
15005,2010-12-08 14:36:00,2010-12-15 13:24:00,6
15044,2010-12-12 14:27:00,2010-12-19 13:31:00,6
15533,2011-09-11 15:41:00,2011-09-18 13:40:00,6
15570,2010-12-05 12:57:00,2010-12-12 11:07:00,6
15674,2011-03-30 09:19:00,2011-04-05 11:44:00,6
15939,2011-01-12 12:43:00,2011-01-18 15:58:00,6
16103,2011-04-20 12:28:00,2011-04-27 09:21:00,6
16173,2011-09-02 15:23:00,2011-09-09 09:03:00,6
16295,2011-10-06 10:45:00,2011-10-12 13:17:00,6
16393,2010-12-05 13:10:00,2010-12-12 11:54:00,6
16395,2011-01-13 12:10:00,2011-01-20 10:43:00,6
16689,2011-09-18 13:29:00,2011-09-25 11:39:00,6
16729,2011-04-12 14:22:00,2011-04-18 14:27:00,6
17211,2010-12-05 12:44:00,2010-12-12 11:46:00,6
17334,2011-02-04 09:03:00,2011-02-10 14:59:00,6
17368,2011-01-06 11:57:00,2011-01-13 09:55:00,6
17461,2011-11-10 12:01:00,2011-11-17 10:01:00,6
17500,2011-11-10 09:08:00,2011-11-16 13:36:00,6
17770,2011-03-02 13:35:00,2011-03-09 12:38:00,6
17838,2010-12-02 15:55:00,2010-12-09 15:50:00,6
17897,2010-12-01 12:31:00,2010-12-07 15:54:00,6
18096,2011-10-07 11:55:00,2011-10-13 13:35:00,6
18109,2010-12-05 10:58:00,2010-12-12 10:47:00,6
18116,2010-12-10 12:14:00,2010-12-16 13:21:00,6
18229,2010-12-01 16:25:00,2010-12-08 10:51:00,6
12433,2010-12-01 13:24:00,2010-12-08 16:49:00,7
12669,2011-03-28 10:15:00,2011-04-05 09:45:00,7
12747,2010-12-05 15:38:00,2010-12-13 10:41:00,7
12823,2011-02-16 12:15:00,2011-02-23 15:03:00,7
12856,2011-10-07 12:38:00,2011-10-14 12:53:00,7
13018,2011-02-17 11:05:00,2011-02-24 13:46:00,7
13066,2011-11-07 17:06:00,2011-11-15 12:57:00,7
13078,2010-12-08 09:07:00,2010-12-15 09:51:00,7
13090,2010-12-02 07:48:00,2010-12-09 12:12:00,7
13117,2010-12-02 13:11:00,2010-12-09 14:50:00,7
13596,2011-11-27 11:57:00,2011-12-04 12:01:00,7
13756,2010-12-07 11:41:00,2010-12-14 15:18:00,7
13758,2010-12-01 12:08:00,2010-12-08 15:39:00,7
13798,2010-12-02 17:24:00,2010-12-10 15:31:00,7
13854,2010-12-09 10:48:00,2010-12-17 09:37:00,7
14009,2011-05-18 13:00:00,2011-05-25 15:47:00,7
14031,2010-12-02 16:34:00,2010-12-09 17:34:00,7
14085,2010-12-06 12:39:00,2010-12-13 13:28:00,7
14102,2011-10-26 12:46:00,2011-11-02 13:46:00,7
14385,2011-11-16 11:55:00,2011-11-23 13:56:00,7
14592,2011-10-06 18:08:00,2011-10-14 14:58:00,7
14713,2010-12-09 18:58:00,2010-12-16 19:22:00,7
14882,2011-11-06 10:15:00,2011-11-13 12:47:00,7
14907,2010-12-07 10:14:00,2010-12-14 11:03:00,7
15100,2010-12-01 09:09:00,2010-12-08 12:09:00,7
15194,2010-12-06 15:00:00,2010-12-13 15:42:00,7
15356,2010-12-06 14:05:00,2010-12-14 11:26:00,7
15467,2011-07-10 14:42:00,2011-07-17 15:24:00,7
15513,2010-12-01 11:22:00,2010-12-09 09:23:00,7
15602,2010-12-06 15:35:00,2010-12-14 11:10:00,7
15694,2010-12-02 07:49:00,2010-12-09 09:30:00,7
15811,2010-12-09 15:29:00,2010-12-17 14:24:00,7
15983,2010-12-01 12:15:00,2010-12-09 10:45:00,7
16360,2011-09-12 13:50:00,2011-09-20 13:11:00,7
16365,2010-12-07 17:19:00,2010-12-15 14:26:00,7
16405,2011-02-02 17:08:00,2011-02-10 15:24:00,7
16525,2010-12-08 11:31:00,2010-12-16 08:03:00,7
17050,2011-02-13 12:41:00,2011-02-20 14:21:00,7
17085,2010-12-12 12:24:00,2010-12-20 11:08:00,7
17203,2011-10-10 14:37:00,2011-10-18 12:01:00,7
17243,2010-12-05 10:03:00,2010-12-12 10:11:00,7
17377,2010-12-01 12:35:00,2010-12-09 10:42:00,7
17428,2010-12-06 09:37:00,2010-12-13 10:46:00,7
17651,2011-06-15 15:57:00,2011-06-23 10:27:00,7
17719,2011-03-29 11:29:00,2011-04-06 10:21:00,7
17813,2011-09-29 15:57:00,2011-10-06 16:01:00,7
17857,2010-12-09 11:35:00,2010-12-16 16:28:00,7
17865,2010-12-10 14:53:00,2010-12-17 15:57:00,7
17934,2011-10-12 10:50:00,2011-10-19 11:16:00,7
17997,2011-06-28 17:28:00,2011-07-06 16:54:00,7
18123,2011-11-08 13:31:00,2011-11-15 14:23:00,7
12559,2011-01-24 10:12:00,2011-02-02 09:49:00,8
